file_name,nose_x,nose_y,nose_score,left_eye_x,left_eye_y,left_eye_score,right_eye_x,right_eye_y,right_eye_score,left_ear_x,left_ear_y,left_ear_score,right_ear_x,right_ear_y,right_ear_score,left_shoulder_x,left_shoulder_y,left_shoulder_score,right_shoulder_x,right_shoulder_y,right_shoulder_score,left_elbow_x,left_elbow_y,left_elbow_score,right_elbow_x,right_elbow_y,right_elbow_score,left_wrist_x,left_wrist_y,left_wrist_score,right_wrist_x,right_wrist_y,right_wrist_score,left_hip_x,left_hip_y,left_hip_score,right_hip_x,right_hip_y,right_hip_score,left_knee_x,left_knee_y,left_knee_score,right_knee_x,right_knee_y,right_knee_score,left_ankle_x,left_ankle_y,left_ankle_score,right_ankle_x,right_ankle_y,right_ankle_score,class_no,class_name
DSCF3132.JPG,0.279877,0.29805693,0.56406766,0.26288256,0.2736261,0.70660853,0.262747,0.26886496,0.65105754,0.17040177,0.27563775,0.73431927,0.17268087,0.27621904,0.76214224,0.1473062,0.38216338,0.82684106,0.13465033,0.42079112,0.5928608,0.42006058,0.40919536,0.56692106,0.3734753,0.48318598,0.4610702,0.49731985,0.2676879,0.7654615,0.46780682,0.4139677,0.13193424,0.44627038,0.7526497,0.9005168,0.42415756,0.7243996,0.7131329,0.51669955,0.37877014,0.6431178,0.47591206,0.41087228,0.28370094,0.9408964,0.3943273,0.8101343,0.7355038,0.3994136,0.38833073,0,bad
DSCF3134.JPG,0.14278358,0.6017911,0.8675203,0.112009995,0.62523794,0.59658647,0.11414075,0.60639554,0.6814948,0.11628145,0.70791227,0.8802118,0.11627147,0.67603046,0.69187456,0.26779085,0.7918462,0.95005673,0.27420056,0.6570093,0.8922643,0.49987605,0.666053,0.8131907,0.4738992,0.6435338,0.41413575,0.49893522,0.5365587,0.7222859,0.48519585,0.53373116,0.40511104,0.6140064,0.6337701,0.8829464,0.58196956,0.5659967,0.7817035,0.45540124,0.30093434,0.69203687,0.60602814,0.2901593,0.84618217,0.88673687,0.30195633,0.6282592,0.87813574,0.30139497,0.6103712,0,bad
DSCF3135.JPG,0.12825799,0.6014263,0.8473517,0.09837,0.6249873,0.6775003,0.10097599,0.6073676,0.8286872,0.10346719,0.70050985,0.7683411,0.10413492,0.6747745,0.5513112,0.2573144,0.79462653,0.59578633,0.26376498,0.66371197,0.87897855,0.489127,0.6664055,0.8381083,0.45410803,0.6493116,0.4394256,0.47826633,0.5405026,0.6196991,0.4589263,0.5430461,0.5228288,0.60998404,0.6352411,0.9376829,0.5701979,0.57125056,0.73511976,0.44268298,0.29826456,0.7008854,0.5764072,0.299258,0.7419613,0.87325245,0.3024499,0.4493465,0.8683345,0.3009168,0.7054501,0,bad
DSCF3136.JPG,0.12502094,0.60433626,0.79061764,0.09551813,0.62936145,0.6664616,0.09743384,0.6073729,0.6740841,0.09892809,0.7131703,0.82842743,0.100086905,0.66911215,0.69024503,0.24814332,0.79721254,0.8964987,0.26237532,0.65904856,0.8777329,0.48745537,0.670086,0.89198214,0.45275006,0.64420545,0.4983799,0.47916105,0.541749,0.7817193,0.46317014,0.5381181,0.5287162,0.60574245,0.6414971,0.84904337,0.57474595,0.5794344,0.721994,0.44621354,0.29953316,0.76831996,0.5775311,0.29077673,0.7101935,0.86987406,0.3031624,0.42523643,0.86784005,0.30199245,0.7131451,0,bad
DSCF3137.JPG,0.11856079,0.54249674,0.81017965,0.08706326,0.5660663,0.81507134,0.09667096,0.5413565,0.8025178,0.08672828,0.64145166,0.7186658,0.10044069,0.5804189,0.6683241,0.14496614,0.72121626,0.86769027,0.23785333,0.5924939,0.45990112,0.330906,0.5998179,0.7214936,0.41769287,0.61277014,0.16746502,0.52012646,0.48398963,0.4778616,0.5718121,0.59564584,0.21213707,0.58370364,0.72580266,0.8479385,0.58470416,0.61335385,0.6379667,0.32473916,0.668667,0.3846967,0.594852,0.32211518,0.8296555,0.5829267,0.5097866,0.37123245,0.87227285,0.30877644,0.64349055,0,bad
DSCF3139.JPG,0.14672454,0.49936157,0.76104665,0.11347497,0.52230626,0.80939716,0.12279321,0.4941171,0.72033405,0.10998413,0.6042622,0.69706666,0.12422878,0.5278729,0.57171315,0.14237952,0.6849284,0.86755705,0.25545278,0.55674446,0.47098246,0.32246548,0.59504896,0.62213653,0.33962995,0.5921518,0.41009793,0.51959276,0.47139126,0.35971516,0.5571781,0.6035067,0.09236779,0.56978166,0.7169407,0.7738248,0.57371575,0.58430636,0.46381375,0.30782774,0.61171633,0.464067,0.59427613,0.30399716,0.93841875,0.5732635,0.51409286,0.44207004,0.8763066,0.29318833,0.6360364,0,bad
DSCF3141.JPG,0.15710624,0.3797764,0.7656185,0.120700784,0.39866522,0.8717878,0.139517,0.3678165,0.7831512,0.11084731,0.48302868,0.7239526,0.14330225,0.40353522,0.49715275,0.15024656,0.5798867,0.85243684,0.30203012,0.45807332,0.6452061,0.31263283,0.58257794,0.9091745,0.4826217,0.45869213,0.74450755,0.58852893,0.44601163,0.36711165,0.5806352,0.35314026,0.86775184,0.5598446,0.7198433,0.9294029,0.54696184,0.5792245,0.62541753,0.65639406,0.42939758,0.6982198,0.57366794,0.30995846,0.8685456,0.985885,0.44939783,0.6305484,0.87227124,0.32296476,0.94426787,0,bad
DSCF3143.JPG,0.15576725,0.3942429,0.7808038,0.11548947,0.41001225,0.7637603,0.13292432,0.38164076,0.8986567,0.09932901,0.48949927,0.78603315,0.1318387,0.4203867,0.70240575,0.13342886,0.5907321,0.82330316,0.28693637,0.47295913,0.60816866,0.301611,0.5933402,0.92487437,0.46956325,0.47217482,0.49899128,0.562892,0.4650266,0.43946388,0.56569624,0.37234485,0.76769173,0.5428457,0.7294542,0.8643169,0.52951443,0.60146743,0.5559578,0.6506363,0.44584075,0.59030235,0.5589553,0.3370811,0.8066032,0.9858203,0.45985502,0.8332634,0.85133,0.33481416,0.93274885,0,bad
DSCF3144.JPG,0.095205665,0.7242754,0.67811394,0.10544849,0.7618088,0.5427797,0.09454216,0.7577097,0.66065204,0.18771997,0.77739155,0.8095897,0.16505726,0.7733807,0.8192265,0.29976133,0.72913545,0.88559484,0.22041523,0.62445,0.7427435,0.4803521,0.6060248,0.8642926,0.37108922,0.5254692,0.75521153,0.48448873,0.41374296,0.68658125,0.46112725,0.4280514,0.69598925,0.5251665,0.5492818,0.9175856,0.4749449,0.4659531,0.83729637,0.6094764,0.24391273,0.7593777,0.54814035,0.18942006,0.8861755,0.8987565,0.3040978,0.8137656,0.7929254,0.25477737,0.9181275,0,bad
DSCF3145.JPG,0.108688414,0.7432153,0.5611072,0.121558465,0.7800001,0.63463354,0.10958075,0.7757742,0.65770394,0.19974133,0.7944376,0.6618109,0.1720519,0.7921781,0.71183735,0.31711036,0.74311334,0.8414403,0.23937865,0.6595945,0.6406165,0.49249446,0.6193457,0.78339946,0.38271043,0.553321,0.77971333,0.49484238,0.42789,0.5649345,0.45881847,0.45377883,0.6278422,0.5308182,0.5381741,0.9170979,0.47698033,0.46089628,0.78771925,0.61689985,0.25196782,0.93049884,0.548425,0.19756863,0.7428977,0.9074356,0.3043502,0.687624,0.80838525,0.26840895,0.70023054,0,bad
DSCF3146.JPG,0.11808892,0.7581963,0.7835775,0.1332325,0.797291,0.76491404,0.11961953,0.7914445,0.83957,0.21303035,0.81066567,0.7106982,0.18382162,0.8067578,0.7586561,0.32756364,0.751032,0.89765894,0.24832153,0.66889066,0.5725927,0.50219804,0.6321331,0.872792,0.3844709,0.5768676,0.7410122,0.5021806,0.43710595,0.56681174,0.4473031,0.4719612,0.76369816,0.54275405,0.5439925,0.90296394,0.4873234,0.4715633,0.867709,0.61896646,0.25359,0.7954904,0.55731046,0.20435984,0.8990329,0.9096583,0.30925402,0.74881494,0.815491,0.27100277,0.85687715,0,bad
DSCF3147.JPG,0.3211272,0.37005574,0.7148428,0.29926425,0.35794237,0.41934904,0.30084646,0.35767293,0.6502311,0.22942685,0.39501798,0.8135174,0.23168814,0.39061394,0.6453625,0.30046797,0.46262944,0.49260202,0.2805066,0.48812515,0.40891644,0.5032373,0.4877132,0.76535326,0.50089425,0.49859715,0.49847522,0.6195568,0.44200188,0.59534293,0.6173716,0.5534332,0.23550676,0.55178595,0.7217699,0.4710997,0.54488504,0.7247221,0.55961186,0.36829096,0.4664177,0.7034236,0.36448902,0.46499562,0.38937315,0.6452809,0.564396,0.5080712,0.6315669,0.5671861,0.6008106,0,bad
DSCF3148.JPG,0.32870516,0.36996692,0.5443969,0.30515218,0.3589431,0.54918486,0.30623192,0.35733756,0.73338103,0.23673615,0.39191052,0.7189375,0.24053806,0.3929574,0.6840395,0.30197573,0.4652559,0.50149995,0.2822842,0.4847006,0.47801486,0.504204,0.48595715,0.7371013,0.5025826,0.49839336,0.47168863,0.6222697,0.44285467,0.55539006,0.61936724,0.5403386,0.29229552,0.557809,0.7194986,0.5818999,0.5445229,0.71679026,0.4874257,0.37979347,0.46738568,0.54534626,0.3646663,0.48681045,0.25997418,0.636362,0.55539894,0.43668976,0.6272328,0.5557347,0.4962175,0,bad
DSCF3149.JPG,0.33456132,0.3686366,0.716545,0.31142023,0.35644102,0.6195647,0.314574,0.35356992,0.61528635,0.2427978,0.39192238,0.7848306,0.24789058,0.39223355,0.67607087,0.3086101,0.46677184,0.54503435,0.29565972,0.48038784,0.36329317,0.5129997,0.4827192,0.7245652,0.5044467,0.5006448,0.5197752,0.63290447,0.44981363,0.5017827,0.62291515,0.5354648,0.24114977,0.5530254,0.7208226,0.5730767,0.5400754,0.71605945,0.46965113,0.38993493,0.49756408,0.36072955,0.38050953,0.4977637,0.17587453,0.6440495,0.5558905,0.3845675,0.6346046,0.5568795,0.60665786,0,bad
